,customer_code,age,customer_seniority,income,gender,customer_status,Cluster_Lables
681,486212,39,131,100030.77,F,1,1
682,1034049,23,36,100030.77,F,1,0
683,734701,63,92,90952.86,F,0,1
684,155447,57,186,251044.95,M,1,-1
685,486003,41,131,100030.77,F,1,1
686,155512,40,186,93075.87,F,1,-1
687,1035620,25,36,67546.5,F,0,0
688,1030415,23,36,134927.16,F,0,0
689,318770,45,162,158930.19,M,1,-1
690,475906,26,134,166866.33,F,1,1
691,1030398,23,36,100030.77,M,0,0
692,1030367,23,36,36144.48,M,0,0
693,486239,41,131,155930.43,M,0,1
694,610517,36,111,100030.77,F,1,1
695,610449,23,111,59518.08,F,0,1
696,486230,47,131,98822.85,M,1,1
697,486228,41,131,108860.16,F,0,1
698,486226,37,102,95090.04,F,0,1
699,1035512,23,36,94251.51,M,0,0
700,486224,45,131,279916.26,F,1,1
701,1063173,23,34,100030.77,F,0,0
702,717513,73,94,72988.98,F,0,1
703,486106,58,131,195504.69,F,0,1
704,475901,22,134,166866.33,M,1,1
705,486006,35,131,100030.77,F,0,1
706,1274550,21,12,177190.11,F,1,0
707,485954,67,131,52349.85,M,1,1
708,544871,34,120,75341.76,M,0,1
709,485603,46,132,128670.0,F,0,1
710,485601,58,132,127048.05,M,0,1
711,500917,65,128,108454.56,M,0,1
712,1048839,23,35,100030.77,M,1,0
713,706362,46,96,54610.65,F,1,1
714,500761,20,128,164041.89,F,1,1
715,500762,44,128,52715.01,F,1,1
716,500811,47,128,38926.89,M,1,1
717,500815,39,128,112519.47,M,1,1
718,1159390,22,23,102370.14,F,1,0
719,500919,62,128,60222.48,M,0,1
720,708927,47,95,60333.75,M,1,1
721,484875,65,132,97751.52,F,0,1
722,708864,49,95,74471.67,M,1,1
723,484869,38,132,139693.65,M,1,1
724,477931,53,133,92724.66,F,0,1
725,484750,45,132,144933.03,M,1,1
726,484791,41,132,280108.14,F,1,1
727,484786,58,132,100030.77,M,1,1
728,484783,65,131,53754.72,F,1,1
729,1159389,22,23,78701.94,M,1,0
730,484777,73,132,120556.05,F,1,1
731,253608,61,169,136573.59,M,1,-1
732,500929,77,175,153527.61,M,0,1
733,500870,81,128,38163.06,F,0,1
734,579276,38,116,291791.46,M,1,1
735,500881,64,128,189440.94,F,1,1
736,500877,56,128,58622.31,F,1,1
737,500875,35,128,109017.75,M,0,1
738,1159231,22,23,52774.41,F,1,0
739,500874,54,128,204133.71,M,0,1
740,500873,48,128,178221.51,M,1,1
741,500927,41,128,321185.43,M,1,1
742,500862,57,128,85530.72,M,1,1
743,706801,46,96,179113.86,F,1,1
744,706637,64,96,83469.78,F,0,1
745,1049571,23,35,100030.77,F,0,0
746,500912,61,128,100030.77,F,1,1
747,500902,43,128,59533.08,M,1,1
748,1211627,21,21,100030.77,F,0,0
749,500931,68,128,234350.34,F,1,1
750,1055973,22,34,139908.81,M,1,0
751,173818,42,183,70111.32,M,0,-1
752,1055115,22,34,72565.71,F,0,0
753,1315591,21,10,56939.91,M,0,0
754,326711,41,161,207226.62,M,1,-1
755,1159326,26,23,99653.13,F,0,0
756,500803,47,128,147351.66,M,1,1
757,1159325,24,23,63560.82,F,0,0
758,1159323,22,23,100030.77,F,0,0
759,477808,42,133,94105.74,F,1,1
760,500782,40,121,100030.77,M,1,1
761,1048936,23,35,81699.96,F,0,0
762,104798,50,202,143346.87,M,1,-1
763,484766,41,132,51254.79,M,1,1
764,1051328,43,35,100030.77,M,1,0
765,500774,34,128,212803.77,F,0,1
766,500773,35,128,212803.77,F,0,1
767,500763,19,128,166831.38,M,1,1
768,1049063,47,35,85362.21,M,0,0
769,1049028,47,35,161341.11,M,1,0
770,545869,55,119,122967.09,M,1,1
771,500799,41,128,128243.94,M,0,1
772,500843,45,125,111495.75,M,0,1
773,500777,53,128,100030.77,F,0,1
774,484829,56,132,162861.81,F,1,1
775,706035,43,31,227373.57,M,1,-1
776,1159329,22,23,100030.77,F,1,0
777,484828,56,132,162861.81,M,1,1
778,484823,44,132,190415.49,M,0,1
779,484820,41,132,61173.33,M,1,1
780,484867,81,132,157149.48,F,1,1
781,484892,38,129,112198.92,M,0,1
782,996085,25,43,39058.74,M,0,0
783,1159355,23,23,135522.15,M,1,0
784,165680,75,156,45767.64,M,0,-1
785,1159328,24,23,100030.77,F,0,0
786,484891,52,132,100030.77,F,0,1
787,1159347,22,23,100030.77,M,1,0
788,484889,23,132,224788.26,M,1,1
789,166798,61,161,79954.05,M,1,-1
790,1159331,22,23,94033.95,F,1,0
791,1038582,23,35,142373.37,M,1,0
792,484881,39,132,78941.88,M,1,1
793,484769,39,55,133607.67,F,1,1
794,1159330,22,23,76414.35,M,1,0
795,1372848,53,7,100030.77,F,1,0
796,500910,32,128,178083.0,M,0,1
797,1159319,24,23,208607.43,M,1,-1
798,500905,69,25,121791.75,F,1,1
799,478380,51,132,139320.33,F,0,1
800,500681,43,128,94360.8,F,1,1
801,1043733,24,35,100030.77,M,0,0
802,343811,85,160,64157.1,F,1,-1
803,500679,49,128,357378.63,M,1,1
804,1277665,21,12,84256.05,F,0,0
805,1159295,23,23,92984.58,F,1,0
806,500747,37,128,155588.58,F,1,1
807,1048449,22,35,141100.38,F,1,0
808,500976,58,128,279635.04,F,1,1
809,953789,23,45,73277.94,M,0,0
810,1159298,22,23,122682.24,F,1,0
811,234920,40,172,100278.93,F,0,-1
812,500745,77,128,79803.3,F,1,1
813,1031285,25,36,49142.82,F,0,0
814,500741,49,128,100434.9,M,1,1
815,1049361,41,35,54831.9,M,0,0
816,1159299,22,23,137207.31,F,1,0
817,500746,79,128,68413.77,F,1,1
818,44179,46,228,97845.81,M,1,-1
819,545828,69,119,78893.4,M,0,1
820,500682,44,128,115296.93,M,1,1
821,1277509,23,12,115688.85,F,0,0
822,1277517,23,12,76489.14,F,0,0
823,1047438,23,35,164883.33,F,0,0
824,500952,23,128,137149.2,M,1,1
825,1047092,24,35,108390.18,F,1,0
826,1047069,22,35,87204.69,F,0,0
827,500955,55,128,165822.75,M,0,1
828,1047919,23,35,130444.5,F,0,0
829,478385,55,133,237698.16,M,0,1
830,1047925,25,35,100030.77,F,0,0
831,500956,46,128,74126.19,M,0,1
832,478333,44,133,92724.66,M,1,1
833,500664,45,125,84229.98,F,1,1
834,500756,45,126,73038.27,F,1,1
835,697428,47,97,100030.77,M,1,1
836,500695,23,128,187863.09,M,1,1
837,500686,44,128,128318.52,F,1,1
838,697379,50,97,100030.77,M,1,1
839,478129,48,133,140039.58,F,1,1
840,1049316,23,35,106735.68,F,1,0
841,1329327,22,9,72988.98,F,0,0
842,500844,55,128,127123.26,M,1,1
843,1049765,25,35,111258.51,M,0,0
844,1160265,23,23,74515.56,F,1,0
845,500436,42,128,112812.03,F,1,1
846,500434,86,128,463946.88,M,1,-1
847,500430,33,128,268496.67,M,0,1
848,1211635,31,21,87373.38,M,1,0
849,500424,45,93,538688.13,F,0,-1
850,500422,40,128,148736.19,M,0,1
851,500437,46,128,86151.72,F,0,1
852,1160262,24,23,95433.75,F,1,0
853,1161262,32,23,143261.01,M,1,0
854,1159221,22,23,65451.75,F,1,0
855,1159218,27,23,71846.43,M,0,0
856,500659,64,128,135714.33,M,1,1
857,1049789,23,35,114616.11,M,0,0
858,1159128,22,23,78982.05,F,0,0
859,1159229,22,23,100030.77,F,1,0
860,1049317,23,35,100030.77,F,0,0
861,477831,60,133,92724.66,M,0,1
862,500438,50,128,86151.72,M,0,1
863,1160271,26,23,93808.17,F,1,0
864,953791,27,45,77114.82,F,0,0
865,1049424,27,35,100030.77,F,1,0
866,500985,40,128,67534.8,M,0,1
867,1049402,26,35,100030.77,F,1,0
868,1049401,26,35,100030.77,F,0,0
869,129034,76,195,69587.37,F,1,-1
870,500854,58,128,103533.84,M,1,1
871,500883,83,128,354793.32,M,0,1
872,1068909,22,34,75653.82,F,1,0
873,500882,66,128,189440.94,M,1,1
874,707080,37,96,140742.33,F,0,1
875,176029,47,182,79611.24,M,1,-1
876,176028,44,182,59296.17,F,1,-1
877,1049115,22,35,100030.77,F,0,0
878,500433,43,128,112812.03,M,1,1
879,500439,43,30,1926012.45,M,1,-1
880,1049110,23,35,100030.77,F,0,0
881,707602,47,96,71809.32,M,1,1
882,1315299,21,10,55297.59,F,0,0
883,1159126,22,23,72202.56,F,0,0
884,500779,46,128,182791.23,M,1,1
885,1159368,21,23,132783.33,M,1,0
886,709409,37,95,49779.54,M,1,1
887,1159382,22,23,77926.2,F,0,0
888,486144,52,128,132501.87,M,0,1
889,486143,51,131,132501.87,F,0,1
890,449216,79,139,154651.17,M,1,1
891,485233,46,132,34431.15,F,0,1
892,484344,53,132,178114.11,F,1,1
893,484351,45,48,149274.51,F,1,1
894,486167,64,131,235476.72,F,0,1
895,486176,63,131,524530.44,F,0,-1
896,486151,38,131,70259.55,F,1,1
897,486112,35,110,111207.51,F,1,1
898,486141,43,131,69780.06,M,0,1
899,695003,52,97,100030.77,M,1,1
900,486185,63,131,293578.23,F,1,1
901,475683,44,134,92724.66,F,0,1
902,486142,66,131,651405.27,M,0,-1
903,486178,49,131,50542.53,M,0,1
904,711113,55,95,91654.74,M,0,1
905,484347,43,132,228344.22,M,1,1
906,486135,38,131,110318.01,M,1,1
907,1281257,21,12,99978.78,F,0,0
908,1053709,52,35,73275.21,M,1,0
909,484350,52,132,178633.53,F,0,1
910,484461,38,132,67307.73,F,1,1
911,484449,48,132,173584.32,F,1,1
912,1155396,22,23,86459.76,M,1,0
913,484447,48,132,36399.51,M,1,1
914,484228,81,128,89758.74,F,0,1
915,484473,50,132,122974.77,M,1,1
916,1365640,41,7,114381.87,M,1,0
917,484474,61,132,297843.57,M,1,1
918,1057008,22,34,79214.25,M,1,0
919,694771,39,97,100030.77,M,0,1
920,484431,37,132,188043.72,F,1,1
921,484434,44,132,44718.54,F,1,1
922,484428,50,132,71826.36,F,0,1
923,484412,43,132,230921.4,F,1,1
924,484426,38,132,130175.43,F,1,1
925,484414,53,132,84786.51,M,1,1
926,484285,46,132,55012.98,F,1,1
927,484967,71,132,100030.77,F,1,1
928,484405,43,132,103800.87,M,1,1
929,484290,34,132,107683.68,F,1,1
930,484555,44,132,165150.72,F,0,1
931,484366,48,14,294531.69,F,1,1
932,141014,44,191,40380.51,F,0,-1
933,1324458,23,10,72988.98,M,1,0
934,484330,45,132,291102.51,M,1,1
935,476310,43,134,94741.62,M,1,1
936,484392,40,132,237933.42,M,1,1
937,484386,53,132,246549.45,M,0,1
938,1161266,28,23,48732.0,F,1,0
939,1184671,22,22,24414.72,F,0,0
940,484334,39,132,100425.96,F,1,1
941,1159320,25,23,115777.2,F,0,0
942,484385,54,132,171469.23,M,1,1
943,484381,70,132,134327.16,M,1,1
944,484379,42,132,53459.43,M,1,1
945,210285,48,175,83307.78,M,1,-1
946,1340417,22,9,91542.72,F,0,0
947,1159061,22,23,100030.77,F,1,0
948,484226,34,44,146124.36,M,0,1
949,1159060,22,23,135624.03,M,0,0
950,484373,43,132,126046.32,M,1,1
951,484335,46,152,168351.57,M,1,1
952,142116,55,190,177451.47,M,1,-1
953,484388,77,132,407213.07,F,0,1
954,484324,39,132,372876.54,F,1,1
955,1080201,29,33,69410.01,F,0,0
956,484257,48,132,56610.87,M,1,1
957,484256,59,132,186729.87,F,1,1
958,141806,55,190,85866.24,M,1,-1
959,1059067,25,34,47786.82,F,0,0
960,484248,48,132,135499.74,F,1,1
961,1085249,25,33,154073.34,F,1,0
962,484244,50,132,2102792.67,M,1,-1
963,484236,23,132,100030.77,F,1,1
964,484234,46,132,138088.14,F,0,1
965,484231,43,132,199330.86,M,0,1
966,1060038,26,34,172787.01,M,1,0
967,484297,34,132,210915.99,M,1,1
968,142055,55,190,85042.23,M,0,-1
969,475931,39,133,82268.55,M,1,1
970,484293,42,132,122774.64,F,1,1
971,484367,55,132,60372.39,F,1,1
972,484369,43,132,207526.38,F,1,1
973,484462,45,132,117961.02,F,0,1
974,1047292,23,35,113460.9,F,0,0
975,484438,39,132,251279.79,F,1,1
976,343820,56,160,169672.17,M,0,-1
977,101983,61,204,99978.78,M,0,-1
978,1159381,23,23,103615.38,F,0,0
979,484815,42,132,125781.75,F,1,1
980,484764,70,132,118884.3,M,1,1
981,484763,31,132,306508.11,F,1,1
982,1159383,29,23,88814.82,M,1,0
983,484761,51,132,225123.15,M,0,1
984,484790,37,111,316761.09,F,1,1
985,1054861,22,35,212736.21,F,1,0
986,578928,49,116,129368.37,M,1,1
987,1270047,25,18,109066.26,M,0,0
988,1054446,51,35,154660.86,M,1,0
989,693290,63,98,124149.57,M,1,1
990,484814,44,132,76346.73,F,1,1
991,1049949,25,35,133198.2,M,0,0
992,484796,48,132,103296.87,M,0,1
993,484812,81,132,152497.53,M,1,1
994,44325,51,224,136167.39,M,1,-1
995,1054792,23,35,195934.92,M,0,0
996,313781,47,162,32422.32,F,1,-1
997,1043693,23,35,61398.63,F,0,0
998,484794,40,132,110540.13,F,1,1
999,578931,49,116,100030.77,M,0,1
1000,836089,28,77,104356.71,F,1,-1
1001,1159379,25,23,52498.32,F,0,0
1002,500836,70,128,103071.18,F,0,1
1003,1277108,24,12,45844.2,F,1,0
